Straßenname;Erläuterung;Geschlecht;Kategorie;Quellenangabe
'SCHILLERSTRASSE';'Schiller, Friedrich von (geb. 10.11.1759 in Marbach am Neckar, gest. 09.05.1805 in Weimar), Dichter, Schriftsteller, Kritiker und Historiker';'m';'None';'None'
'SCHILLSTRASSE';'Schill, Ferdinand von (geb. 06.01.1776 in Wilmsdorf, gest. 31.05.1809 in Stralsund), preußischer Offizier, versuchte als Führer eines Husarenregiments 1809 einen Aufstand gegen Napoleon I. auszulösen';'m';'None';'None'
'SCHNECKENBURGERSTRASSE';'Schneckenburger, Max (geb. 17.02.1819 in Thalheim/Kreis Sigmaringen, gest. 03.05.1849 in Burgdorf bei Bern), Kaufmann und Dichter, Beliebtheit erlangte das Lied \"Die Wacht am Rhein\"';'m';'None';'None'
'SCHÖFFERSTRASSE';'Schöffer, Peter (geb. um 1420/30 in Gernsheim, gest. um 1502/1503 in Mainz), Buchdrucker, um 1450 Mitarbeiter Gutenbergs und Schwiegersohn Fusts, gründete nach dem verlorenen Prozess Gutenbergs mit Fust eine eigene Druckerei';'m';'None';'None'
'SCHÖNBORNSTRASSE';'Schönborn, Lothar Franz von (geb. 1655 in Aschaffenburg, gest. 30.01.1729 in Mainz), seit 1695 Erzbischof und Kurfürst von Mainz, Modernisierer des Erzstifts, Gründer des Rochusspitals, Erbauer der Zitadelle';'m';'None';'None'
'SCHOPENHAUERWEG';'Schopenhauer, Arthur (geb. 22.02.1788 in Danzig, gest. 21.09.1860 in Frankfurt am Main), Philosoph';'m';'None';'None'
'SCHOTTSTRASSE';'Schott, Franz (geb. 30.07.1811 in Mainz, gest. 08.05.1874 in Mailand), Leiter des Musikverlag B. Schott\'s Söhne, Verleger der Wagner-Opern, 1865 bis 1871 Mainzer Bürgermeister';'m';'None';'None'
'SCHUBERTSTRASSE';'Schubert, Franz (Peter) (geb. 31.01.1797 in Lichtental/heute zu Wien, gest. 19.11.1828 in Wien), österreichischer Komponist';'m';'None';'None'
'SCHULRAT-SPANG-STRASSE';'Spang, Franz Joseph (geb. 19.11.1891 in Gau-Bickelheim, gest. 16.04.1971 in Gau-Bickelheim), Lehrer, Heimatforscher und -dichter';'m';'None';'None'
'SCHULZE-DELITZSCH-STRASSE';'Schulze-Delitzsch, (Franz) Hermann (geb. 29.08.1808 in Delitzsch, gest. 29.04.1883 in Potsdam), Jurist und Sozialpolitiker, Gründer des Genossenschaftswesens';'m';'None';'None'
'SCHWESTER-HEDWIG-JANSON-WEG';'Janson, Hedwig (geb. 04.02.1922 in Göllheim/Donnersbergkreis, gest. 22.08.2007 in Worms), langjährige Gemeindeschwester in Ebersheim';'w';'Kirche';'None'
'SCHWESTER-MATHILDE-WEG';'Schwester Mathilde (geb. 01.06.1929, gest. 27.02.1974), 1958 bis 1967 katholische Krankenschwester in Weisenau (Station der Schwestern von der göttlichen Vorsehung)';'w';'Kirche';'None'
'SEBASTIAN-BACH-STRASSE';'Bach, Johann Sebastian (geb. 21.03.1685 in Eisenach, gest. 28.07.1750 in Leipzig), Komponist und Organist';'m';'None';'None'
'SEMMELWEISWEG';'Semmelweis, Ignaz Philipp, Prof. Dr. (geb. 01.07.1818 in Ofen/heute als Buda zu Budapest, gest. 13.08.1865 in Döbling), ungarischer Gynäkologe, entdeckte die Ursache für das Kindbettfieber';'m';'None';'None'
'SENEFELDERSTRASSE';'Senefelder, Alois (geb. 06.11.1771 in Prag, gest. 26.02.1834 in München), Erfinder des Flachdruckverfahrens';'m';'None';'None'
'SEPPEL-GLÜCKERT-PASSAGE';'Glückert, Seppel (geb. 01.06.1891 in Mainz, gest. 31.03.1955 in Mainz), Präsident des Mainzer Carneval-Vereins 1947-1955, populärer Mainzer Karnevalist, bekannt für seine kritischen Büttenreden während des Dritten Reichs';'m';'None';'None'
'SERTORIUSRING';'Sertorius, C., römischer Veteran aus Monza (Anfang 1. Jh. n. Chr.), Curator (= Gemeindeverwalter) der römischen Bürger in Mainz';'m';'None';'None'
'SIEMENSSTRASSE';'Siemens, Werner von (geb. 13.12.1816 in Lenthe/Landkreis Hannover, gest. 06.12.1892 in Berlin), Unternehmer und Erfinder';'m';'None';'None'
'SILCHERWEG';'Silcher, (Philipp) Friedrich (geb. 27.06.1789 in Schnait/Gemeinde Weinstadt, gest. 26.08.1860 in Tübingen), Komponist und Musikerzieher';'m';'None';'None'
'SMETANAWEG';'Smetana, Bedrich (geb. 02.03.1824 in Litomysl/Ostböhmisches Gebiet, gest. 12.05.1884 in Prag), tschechischer Komponist';'m';'None';'None'
'SÖMMERRINGPLATZ';'Sömmerring, Samuel Thomas von (geb. 25.01.1755 in Thorn, gest. 02.03.1830 in Frankfurt am Main), Arzt und Naturforscher, 1784 bis 1797 Professor der Anatomie und Physiologie an der Universität Mainz';'m';'None';'None'
'SÖMMERRINGSTRASSE';'Sömmerring, Samuel Thomas von (geb. 25.01.1755 in Thorn, gest. 02.03.1830 in Frankfurt am Main), Arzt und Naturforscher, 1784 bis 1797 Professor der Anatomie und Physiologie an der Universität Mainz';'m';'None';'None'
'SONGART-WEG';'Erwähnung in der ersten Urkunde aus \"Nubenheim\" (später Laubenheim) vom 03.05.773: Schenkung von Immobilien in Mainz und Bretzenheim sowie eines Weinbergs in Laubenheim durch Adalfrid und seine Frau Songart an die Abtei Fulda.';'f';'None';'None'
'SOPHIE-CAHN-STRASSE';'Cahn, Sophie (geb. 18.11.1883 in Mainz, gest. 1964), Lehrerin an der Höheren Mädchenschule in Mainz, 1933 auf Veranlassung der Nationalsozialisten entlassen, bis 1939 Lehrerin an der jüdischen Bezirksschule in der Hindenburgstraße, sorgte dafür, dass fünf ihrer Schülerinnen nach England emigrieren konnten. 1939 folgte sie den Mädchen nach England.';'w';'NS-Widerstand';'None'
'SOPHIE-CHRIST-STRASSE';'Christ, Sophie (geb. 09.09.1836 in Mainz, gest. 23.04.1931 in Mainz), Schauspielerin und Schriftstellerin, Sekretärin der Autorin Ida Hahn-Hahn, verfasste u. a. Reisebeschreibungen';'w';'Künstlerin';'None'
'SOPHIE-GROSCH-STRASSE';'Grosch, Sophie (geb. 19.08.1874 in Kastel, gest. 06.05.1962 in Gonsenheim), Malerin, Mitglied der Bekennenden Kirche während der NS-Zeit';'w';'NS-Widerstand';'None'
'SPITZWEGSTRASSE';'Spitzweg, Carl (geb. 05.02.1808 in München, gest. 23.09.1885 in München), Maler und Illustrator';'m';'None';'None'
'ST.-GEORG-STRASSE';'Georg (geb. im 3. Jahrhundert evtl. in Kappadokien/ Byzanz, gest. 23.04. um 303 evtl. in Lydda/Palästina oder in Nikomedia), Heiliger, einer der 14 Nothelfer, Märtyrer, der zu Beginn der Christenverfolgung unter Kaiser Diokletian (284-305) gestorben sein soll. Straße nach der Kirche St. Georg benannt.';'m';'None';'None'
'ST.-SEBASTIAN-STRASSE';'Sebastian (geb. in Mailand oder Narbonne, gest. um 288 in Rom), Heiliger, römischer Offizier, Märtyrer und Pestpatron, zweiter Patron der katholischen Kirche St. Georg in Bretzenheim';'m';'None';'None'
'STADIONERHOFSTRASSE';'Benannt nach der Familie von Stadion, die 1709 den älteren Stadioner Hof erwarb, der sich hier befand (ursprünglich Stammsitz der Familie von Bicken, daher zuvor Bickenbau genannt)';'f';'None';'None'
'STAUDINGERWEG';'Staudinger, Hermann, Prof. Dr. (geb. 23.03.1881 in Worms, gest. 08.09.1965 in Freiburg/Breisgau), Chemiker, engagierte sich im Ersten Weltkrieg in Zusammenarbeit mit dem Roten Kreuz gegen die Nutzung chemischer Mittel zur Kriegsführung, 1953 Nobelpreis für Chemie.';'m';'None';'None'
'STEFAN-ZWEIG-STRASSE';'Zweig, Stefan (geb. 28.11.1881 in Wien, gest. 23.02.1942 in Petrópolis bei Rio de Janeiro), österreichischer Schriftsteller jüdischer Herkunft, der 1934 vor den Nazis ins Exil ging.';'m';'None';'None'
'STEFANSBERG';'Stephanus (geb. ca. 1 n. Chr., gest. ca. 36/40 n. Chr.), gilt als erster christlicher Märtyrer, Patron der Pferde, Böttcher, Maurer, Schneider, Steinhauer und Zimmerleute. Weg benannt nach der Stefanskirche.';'m';'None';'None'
'STEFANSPLATZ';'Stephanus (geb. ca. 1 n. Chr., gest. ca. 36/40 n. Chr.), gilt als erster christlicher Märtyrer, Patron der Pferde, Böttcher, Maurer, Schneider, Steinhauer und Zimmerleute. Platz benannt nach der Stefanskirche.';'m';'None';'None'
'STEFANSSTRASSE';'Stephanus (geb. ca. 1 n. Chr., gest. ca. 36/40 n. Chr.), gilt als erster christlicher Märtyrer, Patron der Pferde, Böttcher, Maurer, Schneider, Steinhauer und Zimmerleute. Straße benannt nach der Stefanskirche.';'m';'None';'None'
'STEPHAN-KARL-MICHEL-STRASSE';'Michel, Stephan Karl (geb. 09.06.1839 in Mainz, gest. 30.03.1906 in Mainz), Geheimer Kommerzienrat, seit 1880 Vorsitzender der Großherzoglichen Handelskammer in Mainz, Inhaber der Lederwerke Mayer, Michel und Deninger, Mainzer Ehrenbürger';'m';'None';'None'
'STEPHANIENHOF';'Stephanie, geb. Beauharnais, Großherzogin von Baden (geb. 28.08.1789 in Versailles, gest. 29.01.1860 in Nizza), Adoptivtochter von Napoleon Bonaparte, besuchte von Oktober 1806 bis Januar 1807 Kaiserin Josephine in Mainz. Anlässlich ihrer Verlobung mit Erbprinz Carl von Baden am 08.04.1806 war die Emmeransstraße in \"Rue de la Princesse Stephanie\" umbenannt worden. Das historische Straßenschild befindet sich im Stephanienhof.';'w';'Adel';'None'
'STEUBENSTRASSE';'Steuben, Friedrich Wilhelm von (geb. 17.09.1730 in Magdeburg, gest. 28.11.1794 in Oneida County/N. Y.), amerikanischer General deutscher Herkunft, Organisator und Ausbilder der amerikanischen Truppen unter George Washington';'m';'None';'None'
'STOLZE-SCHREY-STRASSE';'Stolze, Wilhelm (geb. 20.05.1798 in Berlin, gest. 08.01.1867 in Berlin), Entwickler eines Stenographiesystems und Schrey, Ferdinand (geb. 19.07.1850 in Elberfeld, gest. 02.10.1938 in Berlin), Weiterentwicklung der Kurzschrift von Stolze, seit 1897 als \"Stolze-Schrey-System\" bekannt';'m';'None';'None'
'STRESEMANN-UFER';'Stresemann, Gustav, Dr. (geb. 10.05.1878 in Berlin, gest. 03.10.1929 in Berlin), 1918 Gründer und später Fraktionsvorsitzender der Deutschen Volkspartei, 1923 Reichskanzler, 1923-1929 Außenminister, Friedens-Nobelpreisträger';'m';'None';'None'
'THEO-RIEDEL-WEG';'Riedel, Theodor (geb. 16.02.1914 in Beuthen/Schlesien, gest. 18.07.1985 in Mainz-Lerchenberg), erster Ortsvorsteher von Lerchenberg 1969-1984';'m';'None';'None'
'THEODOR-HEUSS-STRASSE';'Heuss, Theodor Dr. (geb. 31.01.1884 in Brackenheim, gest. 12.12.1963 in Stuttgart), Publizist und liberaler Politiker, 1948 Vorsitzender der FDP, 1949-1959 erster Bundespräsident der Bundesrepublik Deutschland';'m';'None';'None'
'THEODOR-KÖRNER-STRASSE';'Körner, Karl Theodor (geb. 23.09.1791 in Dresden, gest. 26.08.1813 bei Gadebusch), Dichter';'m';'None';'None'
'THEODOR-STORM-WEG';'Storm, Theodor (geb. 14.09.1817 in Husum, gest. 04.07.1888 in Hademarschen), Dichter';'m';'None';'None'
'THOMANNSTRASSE';'Thomann, Johann Valentin (geb. 30.10.1695 in Mainz, gest. 29.12.1777 in Mainz), Baumeister, baute den Osteiner Hof, die Peterskirche und die Domhäuser am Markt 18-26';'m';'None';'None'
'THOMAS-DEHLER-STRASSE';'Dehler, Thomas (geb. 14.12.1897 in Lichtenfels, gest. 21.07.1967 in Streitberg), liberaler Politiker, 1949 bis 1953 Bundesjustizminister, 1954 bis 1957 FDP-Vorsitzender';'m';'None';'None'
'THOMAS-JEFFERSON-STRASSE';'Jefferson, Thomas (geb. 18.04.1743 in Shadwell, gest. 04.07.1826 in Monticello), Staatsmann, Diplomat, Literat, Wissenschaftler, 3. Präsident der USA (1801-1809), Verfasser der Unabhängigkeitserklärung von 1776';'m';'None';'None'
'THOMAS-MANN-STRASSE';'Mann, Thomas (geb. 06.06.1875 in Lübeck, gest. 12.08.1955 in Zürich), Schriftsteller und Literatur-Nobelpreisträger';'m';'None';'None'
'TIZIANWEG';'Tizian (eigentlich Vecellio, Tiziano) (geb. um 1477 in Pieve di Cadore, gest. 27.08.1576 in Venedig), italienischer Maler';'m';'None';'None'
'TÖNGESSTRASSE';'Tönges, Kurzform des lateinischen Namens Antonius: Antonius der Große, (geb. um 251; gest. 356), Heiliger, christlich ägyptischer Mönch, Asket und Einsiedler, wird auch \"Vater der Mönche\" genannt. Benannt nach dem Töngeshof, im Besitz des Antoniterklosters in Alzey (seit 1383). Nach dem Patron der Eigentümer, dem heiligen \"Antonius dem Einsiedler\", bürgerte sich die Bezeichnung \"Töngeshof\" (=Antoniushof) ein.';'m';'None';'None'
'TONY-SIMON-WOLFSKEHL-PLATZ';'Simon-Wolfskehl, Tony (geb. 12.04.1893 in Mainz, gest. 24.01.1991 in St. Idesbald sur Meer/Belgien), Architektin und erste Bauhaus-Studentin. Tochter des Weingroßhändlers Eduard Simon und seiner Ehefrau Anna Wolfskehl, Kaiserstraße 26';'w';'Künstlerin';'None'
'TRAJANSTRASSE';'Trajan (Marcus Ulpius Traianus) (geb. 18.09.53 in Italica/Nähe Sevilla, gest. 08.08.117 in Selinus beim heutigen Gazipasa), römischer Kaiser 98-117 n. Chr.';'m';'None';'None'
'TROMMLERSTRASSE';'Trommler, Heinrich, Gutsbesitzer, der im 19. Jh. das Gelände der späteren Waggonfabrik besaß';'m';'None';'None'
'TUCHOLSKYWEG';'Tucholsky, Kurt (geb. 09.01.1890 in Berlin, gest. 21.12.1935 in Hindas bei Göteborg), Journalist und Schriftsteller';'m';'None';'None'
'TURNVATER-JAHN-STRASSE';'Jahn, Friedrich Ludwig (geb. 11.08.1778 in Lanz/Landkreis Ludwigslust, gest. 15.10.1852 in Freyburg/Unstrut), Pädagoge und Politiker, 1848 Abgeordneter der Frankfurter Nationalversammlung, Initiator der deutschen Turnbewegung (Turnvater Jahn)';'m';'None';'None'
'UDETSTRASSE';'Udet, Ernst (geb. 26.04.1896 in Frankfurt am Main, gest. 17.11.1941 in Berlin), Jagdflieger im Ersten Weltkrieg, Generalluftzeugmeister und Generaloberst im Zweiten Weltkrieg, Vorbild für die Hauptfigur in Zuckmayers Drama \"Des Teufels General\"';'m';'None';'None'
'UHLANDSTRASSE';'Uhland, Ludwig (geb. 26.04.1787 in Tübingen, gest. 13.11.1862 in Tübingen), Dichter';'m';'None';'None'
'ULRICHSTRASSE';'Ulrich, Carl (geb. 28.01.1853 in Braunschweig, gest. 12.04.1933 in Offenbach/Main), Sozialdemokrat, 1919-1928 hessischer Staatspräsident';'m';'None';'None'
'UWE-BEYER-STRASSE';'Beyer, Uwe (geb. 14.04.1945 in Kiel, gest. 15.04.1993 in Belek/Türkei), Hammerwerfer, Gewinner der Bronzemedaille bei den Olympischen Spielen in Tokio 1964 und Europameister 1971. Sportartikelhändler, seit 1967 in Mainz, seit 1971 beim USC Mainz, starb 1993 überraschend an einem Herzinfarkt, mutmaßlich eine Spätfolge jahrelangen Dopings mit Anabolika, zu dem er sich 1981 bekannt hatte';'m';'None';'None'
'VAN-GOGH-STRASSE';'Gogh, Vincent van (geb. 30.03.1853 in Groot-Zundert bei Breda, gest. 29.07.1890 in Auvers-sur-Oise), niederländischer Maler';'m';'None';'None'
'VEITSTRASSE';'Veit, Philipp (geb. 13.02.1793 in Berlin, gest. 18.12.1877 in Mainz), Maler, Karikaturist, Direktor der Städtischen Gemäldegalerie und Mainzer Ehrenbürger';'m';'None';'None'
'VICTOR-HUGO-UFER';'Hugo, Victor (geb. 26.02.1802 in Besançon, gest. 22.05.1885 in Paris), französischer Dichter';'m';'None';'None'
'VIERZEHN-NOTHELFER-STRASSE';'Vierzehn Nothelfer, eine Gruppe von 14 Heiligen, die überwiegend im 2. bis 4. Jahrhundert n. Chr. lebten, und von Notleidenden als Schutzpatrone angerufen werden. Die Gruppe besteht aus drei weiblichen und elf männlichen Heiligen, wobei bis auf einen alle als Märtyrer starben.';'m';'None';'None'
'VIKTORIASTRASSE';'Es ist ungeklärt, nach welcher Persönlichkeit die Straße benannt wurde.';'u';'None';'None'
'WALDTHAUSENSTRASSE';'Waldthausen, Martin Wilhelm Freiherr von (geb. 30.11.1875 in Essen, gest. 21.09.1928 in Wiesbaden), Industrieller, \"Kohlenbaron\", 1902-1905 als Offizier in Mainz stationiert, Erbauer des Schlosses Waldthausen';'m';'None';'None'
'WALLAUSTRASSE';'Wallau, Carl (geb. 08.08.1823 in Mainz, gest. 07.07.1877 in Mainz), Druckereibesitzer, 1872 bis 1877 Mainzer Bürgermeister';'m';'None';'None'
'WALPODENSTRASSE';'Walpod, Arnold (geb. um 1200 in Mainz, gest. 13.11.1268 in Mainz), Mainzer Gewaltbote, 1254 Gründer des Rheinischen Städtebundes, Stifter des Mainzer Dominikanerklosters';'m';'None';'None'
'WALTER-BOHMAN-STRASSE';'Bohman, Walter (geb. 01.09.1902 in Braunschweig, gest. 14.09.1991 in Wiesbaden), Direktor des Werks Weisenau der Heidelberger Zement AG von 1946 bis 1970';'m';'None';'None'
'WALTER-HALLSTEIN-STRASSE';'Hallstein, Walter (geb. 17. November 1901 in Mainz; † 29. März 1982 in Stuttgart), deutscher Jurist, Hochschullehrer und Politiker (CDU); Staatssekretär im Auswärtigen Amt;1958 erster Vorsitzende der Kommission der Europäischen Wirtschaftsgemeinschaft';'m';'None';'None'
'WEDEKINDSTRASSE';'Wedekind, Frank (geb. 24.07.1864 in Hannover, gest. 09.03.1918 in München), Dramatiker, Lyriker und Erzähler';'m';'None';'None'
'WEIDMANNSTRASSE';'Weidmann, Johann Peter Prof. (geb. 27.07.1751 in Zülpich, gest. 23.06.1819 in Mainz), Chirurg, Geburtshelfer, kam 1783 nach Mainz, begann 1784 mit der Ausbildung von Hebammen und wurde Leiter des im gleichen Jahr gegründeten \"Accouchements\" (= Hebammenlehr- und Entbindungsanstalt)';'m';'None';'None'
'WEIFERT-JANZ-STRASSE';'Janz, Christoph (geb. 20.12.1871 in Mainz, gest. 14.11.1947 in Mainz), Professor und Architekt, und Janz, Luise, geb. Weifert (geb. 16.12.1873 in Mainz, gest. 06.08.1938 in Mainz), Gründer einer Stiftung für Kriegsgeschädigte und arme Mainzer. Ein Teil des Vermögens wurde für den Aufbau des Städtischen Altersheims verwendet sowie für die Einrichtung des Weifert-Janz-Hauses, eines Altenwohnheims in der Unteren Zahlbacher Straße.';'m';'None';'None'
'WELSCHPLATZ';'Welsch, Maximilian von (geb. 23.02.1671 in Kronach, gest. 15.10.1745 in Mainz), kurfürstlicher Oberst und Direktor des Militärbauwesens, Architekt der Mainzer Favorite, des zweiten Mainzer Festungsrings sowie des Zeughauses';'m';'None';'None'
'WELSCHSTRASSE';'Welsch, Maximilian von (geb. 23.02.1671 in Kronach, gest. 15.10.1745 in Mainz), kurfürstlicher Oberst und Direktor des Militärbauwesens, Architekt der Mainzer Favorite, des zweiten Mainzer Festungsrings sowie des Zeughauses';'m';'None';'None'
'WENDELINUSHEIM';'Wendelinus (gest. 617), Heiliger, Patron der Bauern, Hirten, Landleute, Schäfer, der Flur und des Viehs, lebte in der Abtei Tholey in der Diözese Trier als Hirt und Einsiedlermönch';'m';'None';'None'
'WENDELINUSWEG';'Wendelinus (gest. 617), Heiliger, Patron der Bauern, Hirten, Landleute, Schäfer, der Flur und des Viehs, lebte in der Abtei Tholey in der Diözese Trier als Hirt und Einsiedlermönch';'m';'None';'None'
'WERDERSTRASSE';'Werder, (Karl Friedrich Wilhelm Leopold) August von (geb. 12.09.1808 in Schloßberg/Ostpreußen, gest. 12.09.1888 auf Gut Grüssow/Pommern), preußischer General, Sieger bei Belfort 1871';'m';'None';'None'
'WERNHER-VON-BRAUN-STRASSE';'Braun, Wernher Freiherr von Prof. Dr. (geb. 23.03.1912 in Wirsitz/heute Wyrzysk, gest. 16.06.1977 in Alexandria/Virginia), Physiker und Raketeningenieur, Entwickler der V 2-Rakete während der NS-Diktatur, nach 1945 für die US-Army und seit 1959 für die NASA tätig';'m';'None';'None'
'WICHERNSTRASSE';'Wichern, Johann Hinrich (geb. 21.04.1808 in Hamburg, gest. 07.04.1881 in Hamburg), evangelischer Theologe, Begründer der Kinderrettungsanstalten, der männlichen Diakonie und der \"Inneren Mission\"';'m';'None';'None'
'WILHELM-BUSCH-STRASSE';'Busch, Wilhelm (geb. 15.04.1832 in Wiedensahl bei Stadthagen, gest. 09.01.1908 in Mechtshausen/Landkreis Hildesheim-Marienburg), Dichter, Zeichner und Maler';'m';'None';'None'
'WILHELM-CHRIST-STRASSE';'Christ, Wilhelm (geb. 01.03.1876 in Wörrstadt, gest. 04.02.1955 in Mainz), Mainzer Kommunalpolitiker und Ehrenbürger, Mitbegründer der Gemeinnützigen Gesellschaft von Kleinwohnungen im Jahr 1917 und der Wohnungsbau GmbH 1921';'m';'None';'None'
'WILHELM-HOLZAMER-STRASSE';'Holzamer, Wilhelm (geb. 28.03.1870 in Nieder-Olm, gest. 28.08.1907 in Berlin), rheinhessischer Dichter';'m';'None';'None'
'WILHELM-LEUSCHNER-STRASSE';'Leuschner, Wilhelm (geb. 15.06.1890 in Bayreuth, gest. 29.09.1944 in Berlin), Gewerkschafter, sozialdemokratischer Politiker, hessischer Innenminister 1928-1933, Widerstandskämpfer gegen das NS-Regime, wegen seiner Beteiligung am Attentat auf Hitler vom 20. Juli 1944 von den Nationalsozialisten hingerichtet';'m';'None';'None'
'WILHELM-MAYBACH-STRASSE';'Maybach, Wilhelm (geb. 09.02.1846 in Heilbronn, gest. 29.12.1929 in Stuttgart), Unternehmer und Konstrukteur, engster Mitarbeiter Gottfried Daimlers';'m';'None';'None'
'WILHELM-QUETSCH-STRASSE';'Quetsch, Wilhelm (geb.12.08.1878 in Ober-Olm, gest. 28.01.1973 in Mainz-Bretzenheim), Schlosser, 1945-1949 Ortsvorsteher von Bretzenheim, Pionier der Mainzer Arbeiterbewegung';'m';'None';'None'
'WILHELM-RAABE-STRASSE';'Raabe, Wilhelm (geb. 08.09.1831 in Eschershausen, gest. 15.11.1910 in Braunschweig), Schriftsteller und Maler';'m';'None';'None'
'WILHELM-SCHROHE-STRASSE';'Schrohe, Wilhelm (geb. 04.07.1921 in Bretzenheim, gest. 20.05.1996 in Mainz-Bretzenheim), 1967-1989 Ortsvorsteher in Mainz-Bretzenheim, Bretzenheimer Heimatgeschichtsforscher';'m';'None';'None'
'WILHELM-THEODOR-RÖMHELD-STRASSE';'Römheld, Wilhelm Theodor (geb. 06.09.1885 in Mainz, gest. 15.01.1961 in Mainz), Fabrikant, 1931-1934 Vorstandsvorsitzender der Süddeutschen Eisen- und Stahl-Berufsgenossenschaft';'m';'None';'None'
'WILHELMITERSTRASSE';'Wilhelm von Maleval (geb. um 1100, gest. 1157), Heiliger und Eremit, gründete mit seinen Schülern Albert und Renald die Eremitenkongregation der Wilhelmiten. Straße benannt nach dem Kloster der Wilhelmiter, das auf der Anhöhe vor dem Neutor stand.';'m';'None';'None'
'WILHELMSSTRASSE';'Wilhelm I. (geb. 22.03.1797 in Berlin, gest. 09.03.1888 in Berlin), preußischer König und seit 1871 deutscher Kaiser';'m';'None';'None'
'WILLI-WOLF-STRASSE';'Wolf, Willi (geb. 26.10.1892 in Bretzenheim, gest. 24.01.1993 in Chicago/Ill.), Textilwarenhändler, emigrierte 1938 in die USA';'m';'None';'None'
'WILLIGISPLATZ';'Willigis (geb. um 940 in Schöningen bei Braunschweig, gest. 23.02.1011 in Mainz), seit 975 Mainzer Erzbischof, sicherte dem Mainzer Erzstuhl das Recht der Königskrönung, Erbauer des ersten Domes wie auch der Stiftskirche St. Stephan (um 990), in der sich auch seine Grabstätte und Reliquien befinden.';'m';'None';'None'
'WILLIGISSTRASSE';'Willigis (geb. um 940 in Schöningen bei Braunschweig, gest. 23.02.1011 in Mainz), seit 975 Mainzer Erzbischof, sicherte dem Mainzer Erzstuhl das Recht der Königskrönung, Erbauer des ersten Domes wie auch der Stiftskirche St. Stephan (um 990), in der sich auch seine Grabstätte und Reliquien befinden.';'m';'None';'None'
'WILLY-BRANDT-PLATZ';'Brandt, Willy (geb. 18.12.1913 in Lübeck, gest. 08.10.1992 in Unkel bei Bonn), 1957-1966 Regierender Bürgermeister von Berlin, 1964-1987 Vorsitzender der SPD, 1969-1974 deutscher Bundeskanzler, Friedens-Nobelpreisträger';'m';'None';'None'
'WINDTHORSTSTRASSE';'Windthorst, Ludwig (geb. 17.01.1812 in Caldenhof, gest. 14.03.1891 in Berlin), Führer der 1870 gegründeten Zentrumspartei, Gegenspieler des Reichskanzlers Bismarck im Kulturkampf';'m';'None';'None'
'WITTICHWEG';'Wittich, Ivo (geb. Mitte des 15. Jahrhunderts in Hammelburg, gest. 1507 in Mainz), Professor für Kirchenrecht, Historiker und Rektor der Universität, Stifter des ersten deutschen Lehrstuhls für Geschichte 1504 an der Mainzer Universität';'m';'None';'None'
'WÖHLERSTRASSE';'Wöhler, Friedrich (geb. 31.07.1800 in Eschersheim, gest. 23.09.1882 in Göttingen), deutscher Chemiker, gilt als Pionier der organischen Chemie wegen seiner Synthese von Harnstoff aus Ammoniumcyanat im Jahre 1828';'m';'None';'None'
'WOYNASTRASSE';'Woyna, Friedrich Wilhelm von (geb. 07.05.1819 in Trier, gest. 29.12.1896 in Bonn), General der Infanterie, 1880 bis 1886 Mainzer Festungsgouverneur und Ehrenbürger';'m';'None';'None'
'XAVERIUSWEG';'Xavier, Francisco de, im deutsch-sprachigen Raum Franz Xaver (geb. 07.04.1506 in Castillo de Javier/Spanien, gest. 03.12.1552 in Shangchuan Dao/China), Heiliger, Jesuit und Missionar in Indien, Japan und China';'m';'None';'None'
'ZEPPELINSTRASSE';'Zeppelin, Ferdinand Graf von (geb. 08.07.1837 in Konstanz, gest. 08.03.1917 in Berlin), Luftschiffkonstrukteur';'m';'None';'None'
